Book_ID	ISBN	Book-Title	Book-Author	Year-Of-Publication	Publisher
1532	1878067745	Solo: On Her Own Adventure	Susan Fox Rogers	1996	Seal Press (WA)
1533	0399138749	Mr. Murder	Dean R. Koontz	1993	Putnam Pub Group
1534	0571069134	Dark Labyrinth	Lawrence Durrell	0	Faber Faber Inc
1535	0136714897	Quotations from Women on Life	Rosalie Maggio	1997	Prentice Hall Art
1536	0440403278	Number the Stars (Yearling Newbery)	Lois Lowry	1990	Yearling Books
1537	0803722907	A Long Way from Chicago: A Novel in Stories (Newbery Honor Book, 1999)	Richard Peck	1998	Dial Books
1538	0842314296	Hinds' Feet on High Places	Hannah Hurnard	1997	Living Books
1539	1880089858	Woman, Thou Art Loosed: Healing the Wounds of the Past	T. D. Jakes	1994	Bethany House Publishers
1540	055328424X	Talent	Howard Kaminsky	1990	Bantam Books
1541	1844262553	Free	Paul Vincent	2003	Upfront Publishing
1542	344244392X	Das Tagebuch Der Bridget Jones	Helen Fielding	2000	Wilhelm Goldmann Verlag, GmbH
1543	3546001575	Der Geschichtenmacher.	Kjell Johansson	1999	Claassen Verlag
1544	3462029916	Wie Ich Einmal Die Welt Rettete (Beck-Texte Im Dtv)	Ahne	2001	Kiepenheuer &amp
1545	3423204206	Die falsche FÃ?Â¤hrte.	Henning Mankell	2001	Dtv
1546	0152008772	Hang a Thousand Trees with Ribbons: The Story of Phillis Wheatley	Ann Rinaldi	1996	Gulliver Books Paperbacks
1547	0671899619	Fast Forward	Judy Mercer	1997	Pocket
1548	0061099694	Hill Towns	Anne Rivers Siddons	1994	HarperTorch
1549	0446603309	The Witness	Sandra Brown	1996	Warner Books
1550	0345302745	Speaker of Mandarin	Ruth Rendell	1990	Fawcett Books
1551	0310240972	Ten Secrets for the Man in the Mirror	Patrick Morley	2000	Zondervan Publishing House
1552	034524575X	Something Happened	Joseph Heller	1975	Ballantine Books
1553	0380726262	Moon Music (Peter Decker &amp	 Rina Lazarus Novels (Paperback))	Faye Kellerman	1999
1554	0671881965	STOLEN AFFECTIONS (NANCY DREW FILES 105) : STOLEN AFFECTIONS	Carolyn Keene	1995	Simon Pulse
1555	0064410129	The Carnivorous Carnival (A Series of Unfortunate Events, Book 9)	Lemony Snicket	2002	HarperCollins
1556	0553267736	American Revolutionary (Time Machine No 10)	Arthur Byron Cover	1987	Starfire
1557	0445210214	Mythology 101 (Questar Fantasy)	Jody Lynn Nye	1993	Warner Books
1558	0380773945	Magicnet	John Dechancie	1994	Harper Mass Market Paperbacks (Mm)
1559	0590414976	Junior High Jitters (Junior High, No 1)	M.L. Kenyon	1987	Scholastic Paperbacks (Mm)
1560	037570387X	The Autograph Man: A Novel (Vintage International (Paperback))	Zadie Smith	2003	Vintage Books USA
1561	0451452925	Sisters in Fantasy	Susan Shwartz	1995	Roc
1562	0590414658	Just a Little Bit Lost	Laurel Trivelpiece	1988	Scholastic Paperbacks
1563	0395390338	Curious George and the Pizza	Margret Rey	1985	Houghton Mifflin
1564	0684803143	Messiah	Andrei Codrescu	1999	Simon &amp
1565	0451459245	The Firebrand: A Novel	Marion Zimmer Bradley	2003	Roc
1566	0743417720	The Third Witch: A Novel	Rebecca Reisert	2002	Washington Square Press
1567	0446610100	Wish You Well	David Baldacci	2001	Warner Books
1568	1857027795	Diving Bell and the Butterfly	Jean Dominiqu Bauby	0	Fourth Estate Ltd
1569	3453151720	Der Poet.	Michael Connelly	1999	Heyne
1570	0671730177	The Ultimate Maze Book	David Anson Russo	1991	Simon &amp
1571	0671876937	Master of Many Treasures	Mary Brown	1995	Baen
1572	0812533666	Isle of Woman (Geodyssey)	Piers Anthony	1994	Tor Fantasy
1573	0893757837	Tale of Two Cities (Watermill Classics)	Charles Dickens	1987	Troll Communications
1574	0874869226	She Said Yes: The Unlikely Martyrdom of Cassie Bernall	Misty Bernall	2001	Plough Publishing House
1575	0394577736	A Thousand Acres	Jane Smiley	1991	Alfred A. Knopf
1576	0151104506	Bailey's Cafe	Gloria Naylor	1992	Harcourt
1577	0425175006	The Body on the Beach: A Fethering Mystery (Fethering Mysteries (Hardcover))	Simon Brett	2000	Prime Crime
1578	0425186857	From This Moment on	Lynn Kurland	2002	Berkley Publishing Group
1579	0671003518	The BRIDE - PROMOTIONAL	Julie Garwood	1996	Pocket
1580	051512317X	Rising Tides	Nora Roberts	2001	Jove Books
1581	0515114693	Born in Fire	Nora Roberts	1994	Jove Books
1582	0060507403	The Cheese Monkeys : A Novel in Two Semesters	Chip Kidd	2002	Perennial
1583	0679767398	South of the Border, West of the Sun	Haruki Murakami	2000	Vintage Books USA
1584	0553212761	Mansfield Park (Bantam Classic)	Jane Austen	1983	Bantam Books
1585	0345367421	The Water-Method Man	John Irving	1990	Ballantine Books
1586	0060004533	The Neal Pollack Anthology of American Literature: The Collected Writings of Neal Pollack	Neal Pollack	2002	Perennial
1587	080215185X	Teach Us to Outgrow Our Madness	Kenzaburo Oe	1977	Grove Press
1588	0670858722	The Flaming Corsage	William J. Kennedy	1996	Viking Books
1589	3821829494	Ensel und Krete. Ein MÃ?Â¤rchen aus Zamonien von Hildegunst von Mythenmetz.	Walter Moers	2000	Eichborn
1590	0446363170	Cape Cod	William Martin	1992	Warner Books
1591	0804110379	Dangerous Mourning (William Monk Novels (Paperback))	Anne Perry	1992	Fawcett Books
1592	0449003183	Brunswick Gardens (Charlotte &amp	 Thomas Pitt Novels (Paperback))	Anne Perry	1999
1593	044920474X	Rutland Place	Anne Perry	1984	Fawcett Books
1594	0312971346	High Five (A Stephanie Plum Novel)	Janet Evanovich	2000	St. Martin's Paperbacks
1595	0399147101	Potshot	Robert B. Parker	2001	G. P. Putnam's Sons
1596	0449146383	I, Vampire	Michael Romkey	1993	Fawcett Books
1597	0446603066	Guilt by Association	Susan R. Sloan	1996	Warner Books
1598	0446603821	Privileged Conversation	Evan Hunter	1997	Warner Books
1599	0553378260	Rita Will: Memoir of a Literary Rabble-Rouser	Rita Mae Brown	1999	Bantam
1600	0930031067	The Man Who Planted Trees	Jean Giono	1987	Chelsea Green Publishing Company
1601	0385474016	Like Water for Chocolate: A Novel in Monthly Installments With Recipes, Romances and Home Remedies	Laura Esquivel	1994	Anchor Books/Doubleday
1602	0380804700	Partner in Crime	J.A. Jance	2003	Avon
1603	0500280673	Celtic Borders	Aidan Meehan	1999	Thames &amp
1604	0156658992	The Nine Tailors	Dorothy Leigh Sayers	1966	Harvest Books
1605	037550334X	Undue Influence	Anita Brookner	2000	Random House Inc
1606	3257204833	Kleine Mordgeschichten fÃ?Â¼r Tierfreunde.	Patricia Highsmith	1979	Diogenes Verlag
1607	3404141970	Wolfsherz.	Wolfgang Hohlbein	1999	LÃ?Â¼bbe
1608	0375701044	Personal History	Katharine Graham	1998	Vintage Books USA
1609	0316158720	The Archivist	Martha Cooley	1998	Little Brown &amp
1610	0007154615	Unless : A Novel	Carol Shields	2003	Perennial
1611	0375412824	The Dive From Clausen's Pier (Alex Awards)	ANN PACKER	2002	Knopf
1612	1558743669	A Child Called \It\: One Child's Courage to Survive	Dave Pelzer	1995	Health Communications
1613	084236661X	The Strong-Willed Child: Birth Through Adolescence	James Dobson	1985	Tyndale House Publishers
1614	0708842100	A Wing and a Prayer	Graham Nown	1991	Time Warner Books UK
1615	0590453661	Stay Out of the Basement (Goosebumps, No 2)	R. L. Stine	1995	Scholastic
1616	059042761X	Wednesday Witch	Ruth Chew	1969	Scholastic Paperbacks (Mm)
1617	0553582135	Final Target	Iris Johansen	2002	Bantam Books
1618	0671034065	Mr. Perfect	Linda Howard	2000	Atria
1619	0451410777	Sleep Tight (Onyx Book)	Anne Frasier	2003	Onyx Books
1620	0345418832	The Puzzled Heart (Kate Fansler Novels (Hardcover))	Amanda Cross	1998	Ballantine Books
1621	0440237416	Warning Signs	Stephen White	2003	Dell Publishing Company
1622	0439101336	A Christmas Carol (Scholastic Classics)	Charles Dickens	2000	Scholastic
1623	0684832380	MY GAL SUNDAY LARGE PRINT : \Henry and Sunday\ Stories	Mary Higgins Clark	1996	Simon &amp
1624	0380730359	Gone, Baby, Gone: A Novel	Dennis Lehane	1999	HarperTorch
1625	0374166560	The Great Victorian Collection	Brian Moore	1975	Farrar Straus Giroux
1626	3596132762	Ein Mann fÃ¼r eine Nacht: Roman (Die Frau in der Gesellschaft)	Jil Karoly	1996	Fischer Taschenbuch Verlag
1627	006018700X	Design for Dying	Timothy Leary	1997	HarperSanFrancisco
1628	8433966111	La Musica del Azar	Paul Auster	1998	Anagrama
1629	0385720106	A Map of the World	Jane Hamilton	1999	Anchor Books/Doubleday
1630	0553208845	Siddhartha	Hermann Hesse	1981	Bantam Classics
1631	0064400581	Julie of the Wolves (Julie of the Wolves)	Jean Craighead George	1972	HarperTrophy
1632	0571142745	Buddha of Suburbia	Hanif Kureishi	0	Faber Faber Inc
1633	0898861780	Snowshoeing	Gene Prater	1988	Mountaineers Books
1634	0688155022	The Rise and Fall of the House of Barneys: A Family Tale of Chutzpah, Glory, and Greed	Joshua Levine	1999	William Morrow &amp
1635	0072430958	Taking Sides: Clashing Views on Controversial Issues in American History, Vol. I	Larry  Madaras	2001	McGraw-Hill/Dushkin
1636	1576738442	The Prayer of Jabez Devotional	Bruce Wilkinson	2001	Multnomah
1637	0553574965	The Last Family	John R. Miller	1997	Bantam Books
1638	0440225698	The Klone and I: A High-Tech Love Story	Danielle Steel	1999	Dell Publishing Company
1639	0440221471	The Runaway Jury	JOHN GRISHAM	1997	Dell
1640	0394541545	Texas	James A. Michener	1990	Random House Inc
1641	0877958920	She Who Remembers	Linda Lay Shuler	1988	Arbor House Pub Co
1642	0743216458	Band of Brothers : E Company, 506th Regiment, 101st Airborne from Normandy to Hitler's Eagle's Nest	Stephen E. Ambrose	2001	Simon &amp
1643	0061007129	Kane &amp	 Abel	Jeffrey Archer	1993
1644	0886773784	Arrows of the Queen ( The Heralds of Valdemar, Book 1)	Mercedes Lackey	1996	Daw Books
1645	0440228204	The Unprotected Witness (Laurel-Leaf Books)	James Stevenson	1999	Laurel-Leaf Books
1646	0425143325	Without Remorse	Tom Clancy	2004	Berkley Publishing Group
1647	0425180964	The Bear and the Dragon (Jack Ryan Novels)	Tom Clancy	2001	Berkley Publishing Group
1648	0812520793	Throne of Isis	Judith Tarr	1995	Tor Books (Mm)
1649	8807014467	La Compagnia	Benni	1993	Feltrinelli
1650	0553801589	The Tail of the Tip-Off	RITA MAE BROWN	2003	Bantam
1651	0743411250	The Woman Next Door	Barbara Delinsky	2002	Pocket
1652	0590129988	Clockwork : Or All Wound Up	Philip Pullman	1998	Scholastic
1653	8880891901	Frusciante	Brizzi	1999	Baldini e Castoldi
1654	0452272092	So Far from God: A Novel	Ana Castillo	1994	Plume Books
1655	3518383620	Der Kaiser von Amerika.	George Bernard Shaw	1992	Suhrkamp
1656	0812566351	Prince of Whales	R. L. Fisher	1987	Tor Books
1657	0440911710	Camilla (Laurel Leaf Books)	MADELEINE L'ENGLE	1982	Laure Leaf
1658	0140298444	S.: A Novel About the Balkans	Slavenka Drakulic	2001	Penguin Books
1659	0064407721	Kissing the Witch: Old Tales in New Skins	Emma Donoghue	1999	HarperTrophy
1660	0684859785	The DREAMS OUR STUFF IS MADE OF: How Science Fiction Conquered the World	Thomas M. Disch	2000	Free Press
1661	0345441443	Cruel As the Grave	Sharon Kay Penman	2001	Fawcett Books
1662	0441535771	Mistress Masham's Repose	T.H. White	1989	Ace Books
1663	1580173144	How to Sleep Soundly Tonight: 250 Simple and Natural Ways to Prevent Sleeplessness	Barbara L. Heller	2001	Storey Books
1664	0553274864	A Grief Observed	C. S. Lewis	1983	Bantam Books
1665	0440204887	Illusions: The Adventures of a Reluctant Messiah	Richard Bach	1994	Dell Publishing Company
1666	0345339681	The Hobbit : The Enchanting Prelude to The Lord of the Rings	J.R.R. TOLKIEN	1986	Del Rey
1667	0812572297	Callahan's Secret	Spider Robinson	2002	Tor Books
1668	0385199570	The Stand (The Complete and Uncut Edition)	Stephen King	1990	Doubleday Books
1669	0156007568	The Years with Laura Diaz	Carlos Fuentes	2001	Harvest Books
1670	3423205202	Mittsommermord. Roman.	Henning Mankell	2002	Dtv
1671	3453169247	Der Verrat.	John Grisham	2000	Heyne
1672	3423202947	Hunde von Riga.	Henning Mankell	2000	Dtv
1673	0374332657	Holes (Newbery Medal Book)	Louis Sachar	1998	Farrar, Straus and Giroux (BYR)
1674	0553298496	She's Not What She Seems (Sweet Valley High No. 92)	Francine Pascal	1993	Sweet Valley
1675	0842321934	The Vanishings (Left Behind: The Kids #1)	Jerry B. Jenkins	1998	Tyndale House Publishers
1676	1562475878	Happy Birthday, Josefina!: A Springtime Story (American Girls Collection (Paper))	Valerie Tripp	1998	Pleasant Company Publications
1677	0590997297	The Secret (Animorphs, No 9)	Katherine Applegate	1997	Scholastic
1678	0590762613	The Experiment (Animorphs, No 28)	K. A. Applegate	1999	Apple
1679	0439061652	Meet the Stars of Animorphs	Marie Morreale	1999	Scholastic
1680	0679866957	Junie B. Jones and That Meanie Jim's B-Day (Junie B. Jones 6, paper)	Barbara Park	1996	Random House Children's Books
1681	1568657803	Help! I'm Laughing and I Can't Get Up	Liz Curtis Higgs	1998	Thomas Nelson Publishers
1682	0671028049	Scarabian Nights:Sabrina, The Teenage Witch #24	Nancy Holder	1999	Simon Spotlight Entertainment
1683	1562470043	Meet Felicity: An American Girl : 1774 (The American Girls Collection, Book 1)	Valerie Tripp	1991	Pleasant Company Publications
1684	1562475150	Meet Josefina, an American Girl (American Girls Collection (Paper))	Valerie Tripp	1997	Pleasant Company Publications
1685	0590448250	Karen's Cartwheel (Baby-Sitters Little Sister, 29)	Ann M. Martin	1992	Scholastic
1686	0590386042	It's Fine to Be Nine	Patricia Maclachlan	2000	Little Apple
1687	0671015192	SANTAS LITTLE HELPER SABRINA THE TEENAGE WITCH 5 (Sabrina, the Teenage Witch (Numbered Paperback))	Cathy West	1997	Simon Spotlight Entertainment
1688	8807816806	Spiriti	Stefano Benni	2002	Distribooks Inc
1689	0517580497	Plains of Passage (Earth's Children)	Jean M. Auel	1990	Random House Inc
1690	0312863403	Hope of Earth (Anthony, Piers. Geodyssey, V. 3.)	Piers Anthony	1997	St Martins Pr
1691	0140380361	The Root Cellar	Janet Louise Swoboda Lunn	1996	Puffin Books
1692	0316143464	Dress Your Family in Corduroy and Denim	David Sedaris	2004	Little, Brown
1693	0385336322	Ransom (Steel, Danielle)	DANIELLE STEEL	2004	Delacorte Press
1694	038533348X	Cat's Cradle	Kurt Vonnegut	1998	Delta
1695	0553294385	I, Robot	ISAAC ASIMOV	1991	Spectra
1696	1573222623	Drinking Coffee Elsewhere (Today Show Book Club #11)	ZZ Packer	2003	Riverhead Books
1697	0553583867	The Husband Test	Betina M. Krahn	2001	Bantam Books
1698	0553214225	Summer	Edith Wharton	1993	Bantam
1699	0394569962	The Fourth K	Mario Puzo	1991	Random House Inc
1700	0671721291	The Ship Who Searched	Anne McCaffrey	1992	Baen
1701	0553563521	Devil's Waltz (Alex Delaware Novels (Paperback))	Jonathan Kellerman	1993	Bantam Books
1702	055357230X	The Clinic (Alex Delaware Novels (Paperback))	Jonathan Kellerman	1999	Bantam Books
1703	0399142282	Hornet's Nest	Patricia Daniels Cornwell	1997	Putnam Publishing Group
1704	0140193383	The Tao of Love and Sex	Jolan Chang	1993	Penguin Books
1705	0671004107	Contact	Carl Sagan	1997	Pocket
1706	0553213539	The Invisible Man (Bantam Classic)	H.G. WELLS	1983	Bantam Classics
1707	0684186454	State of Grace	Joy Williams	1986	Scribner Book Company
1708	0425098680	Dinner at the Homesick Restaurant	Anne Tyler	1992	Ivy Books
1709	0553245694	Still Life with Woodpecker	Tom Robbins	1981	Bantam Books
1710	0874775639	Babinski Reflex: And 70 Other Useful and Amazing Metaphors from Science, Psychology, Business, Sports, and Everyday Life	Philip Goldberg	1990	Putnam Pub Group
1711	0375704906	Some Lie and Some Die (Vintage Crime/Black Lizard)	Ruth Rendell	1999	Vintage Books USA
1712	0345426029	The Broken Hearts Club	Ethan Black	1999	Ballantine Books
1713	0439064872	Harry Potter and the Chamber of Secrets (Book 2)	J. K. Rowling	2000	Scholastic
1714	0679751602	Mama Makes Up Her Mind: And Other Dangers of Southern Living	Bailey White	1994	Vintage Books USA
1715	0688127169	Running from Safety: An Adventure of the Spirit	Richard Bach	1994	Harpercollins
1716	9722110195	Era bom que trocÃ¡ssemos umas ideias sobre o assunto: Romance (O campo da palavra)	MÃ¡rio de Carvalho	1995	Caminho
1717	0812551532	The Morning River : A Novel of the Great Missouri Wilderness in 1825 (Man From Boston)	W. Michael Gear	1997	Forge Books
1718	0451132157	Rand Ayn : Atlas Shrugged (Signet Shakespeare)	AYN RAND	1988	Signet Books
1719	1400076218	Jazz	TONI MORRISON	2004	Vintage
1720	0373263678	Death Flies On Final (Wwl Mystery)	Jackie Lewin	2000	Worldwide Library
1721	0679447393	The Orchid Thief	SUSAN ORLEAN	1998	Random House
1722	0312263996	Timbuktu : A Novel	Paul Auster	2000	Picador
1723	1400032717	The Curious Incident of the Dog in the Night-Time (Vintage Contemporaries)	Mark Haddon	2004	Vintage
1724	0595315070	Public Spirituality : A Personal Workbook	Lisa Langford Heron	2004	iUniverse, Inc.
1725	1589880013	The Verb To Bird	Peter Cashwell	2003	Paul Dry Books
1726	0374100128	The Corrections (Oprah Edition)	Jonathan Franzen	2001	Farrar Straus Giroux
1727	0452283868	Sula	Toni Morrison	2002	Plume Books
1728	0446610380	Parable of the Talents	Octavia E. Butler	2001	Aspect
1729	074325547X	Plan of Attack	Bob Woodward	2004	Simon &amp
1730	158988003X	So Many Books: Reading and Publishing in an Age of Abundance	Gabriel Zaid	2003	Paul Dry Books
1731	0140119906	Love in the Time of Cholera (Penguin Great Books of the 20th Century)	Gabriel Garcia Marquez	1994	Penguin Books
1732	0395873347	Roses: Easy Plants for More Beautiful Gardens (Taylor's 50 Best Series)	Houghton Mifflin Company	1999	Houghton Mifflin Company
1733	0571169341	Arcadia	Tom Stoppard	1994	Faber &amp
1734	0060504080	Small Wonder : Essays	Barbara Kingsolver	2003	Perennial
1735	0679749861	Race Matters	Cornel West	1994	Vintage Books USA
1736	0374521409	The Night Trilogy : Night, Dawn, The Accident	Elie Wiesel	1987	Hill and Wang
1737	0345404475	Do Androids Dream of Electric Sheep?	Philip K. Dick	1996	Del Rey Books
1738	0375404929	For the Relief of Unbearable Urges	Nathan Englander	1999	Alfred A. Knopf
1739	8479274182	AtrÃ©vete a ser tÃº	Susan Carter	1999	Robin Book
1740	8423988767	El Vendedor De Noticias (Espasa Juvenil)	Jose Luis Olaizola	2001	Espasa Calpe Mexicana, S.A.
1741	0060092645	My Favorite Bride	Christina Dodd	2002	Avon
1742	0451207378	Ravished (Signet Historical Romance)	Virginia Henley	2002	Signet Book
1743	0061031755	The Promise in a Kiss	Stephanie Laurens	2002	Avon Books
1744	0812551583	Someplace To Be Flying (Newford)	Charles de Lint	1999	Tor Fantasy
1745	0743410653	Booked to Die (Cliff Janeway Novels (Paperback))	John Dunning	2000	Pocket Star
1746	0684864711	Pure Poetry: A Novel	Binnie Kirshenbaum	2000	Simon &amp
1747	1853811262	Cats Eye	Margaret Atwood	1995	Trafalgar Square
1748	0450411435	It	Stephen King	0	Trafalgar Square
1749	0749309636	Black Angel	Graham Masterton	1991	Mandarin
1750	0752848011	When She Was Bad...	Louise Bagshawe	0	Orion mass market paperback
1751	0743201981	Always Faithful : A Memoir of the Marine Dogs of WWII	William W. Putney	2001	Free Press
1752	0688158943	Waiting to Fly: My Escapades With the Penguins of Antarctica	Ron Naveen	1999	William Morrow &amp
1753	0515100072	Crossed Swords	Sean Flannery	1989	Jove Books
1754	0553282069	Forbidden Land : A Novel of the First Americans (First Americans Saga)	WILLIAM SARABANDE	1989	Bantam
